country,alpha_2_code,alpha_3_code,Indicator,Year,Value_in_percentage%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2003,0.28%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2004,0.28%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2005,0.28%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2006,0.26%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2007,0.25%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2008,0.24%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2009,0.22%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2010,0.21%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2011,0.20%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2012,0.18%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2013,0.17%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2014,0.15%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2015,0.14%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2016,0.13%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2017,0.11%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2018,0.10%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2019,0.08%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2020,0.07%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2021,0.06%
Réunion,RE,REU,Proportion of population using unimproved drinking water sources,2022,0.06%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2000,1.55%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2001,1.54%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2002,1.53%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2003,1.51%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2004,1.50%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2005,1.49%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2006,1.48%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2007,1.46%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2008,1.45%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2009,1.44%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2010,1.43%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2011,1.41%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2012,1.40%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2013,1.39%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2014,1.39%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2015,1.39%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2016,1.39%
Saint Kitts and Nevis,KN,KNA,Proportion of population using unimproved drinking water sources,2017,1.39%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2000,7.89%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2001,7.90%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2002,7.98%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2003,7.62%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2004,7.25%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2005,6.88%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2006,6.50%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2007,6.11%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2008,5.71%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2009,5.30%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2010,4.88%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2011,4.43%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2012,3.99%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2013,3.54%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2014,3.09%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2015,2.64%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2016,2.19%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2017,1.75%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2018,1.30%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2019,1.30%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2020,1.30%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2021,1.30%
Saint Lucia,LC,LCA,Proportion of population using unimproved drinking water sources,2022,1.29%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2007,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2008,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2009,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2010,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2011,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2012,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2013,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2014,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2015,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2016,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2017,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2018,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2019,8.60%
Saint Pierre and Miquelon,PM,SPM,Proportion of population using unimproved drinking water sources,2020,8.60%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2000,4.55%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2001,4.39%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2002,4.24%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2003,4.08%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2004,3.92%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2005,3.76%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2006,3.60%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2007,3.44%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2008,2.75%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2009,2.59%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2010,2.43%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2011,2.26%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2012,2.10%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2013,1.94%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2014,1.78%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2015,1.77%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2016,1.77%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2017,2.28%
St. Vincent and the Grenadines,VC,VCT,Proportion of population using unimproved drinking water sources,2018,2.27%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2000,4.65%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2001,4.65%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2002,4.65%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2003,4.64%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2004,4.63%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2005,4.38%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2006,4.12%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2007,3.87%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2008,3.62%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2009,3.37%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2010,3.12%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2011,2.88%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2012,2.63%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2013,2.39%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2014,2.15%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2015,1.91%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2016,1.67%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2017,1.43%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2018,1.19%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2019,1.02%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2020,0.88%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2021,0.73%
Samoa,WS,WSM,Proportion of population using unimproved drinking water sources,2022,0.58%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2000,9.16%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2001,8.69%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2002,8.22%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2003,7.75%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2004,7.28%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2005,6.81%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2006,6.35%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2007,5.88%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2008,5.42%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2009,4.97%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2010,4.51%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2011,4.06%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2012,3.61%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2013,3.16%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2014,2.72%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2015,2.28%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2016,1.84%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2017,1.40%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2018,0.97%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2019,0.75%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2020,0.61%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2021,0.48%
Sao Tome and Principe,ST,STP,Proportion of population using unimproved drinking water sources,2022,0.46%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2015,0.67%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2016,0.67%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2017,0.67%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2018,0.67%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2019,0.67%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2020,0.67%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2021,0.68%
Saudi Arabia,SA,SAU,Proportion of population using unimproved drinking water sources,2022,0.68%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2000,33.60%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2001,32.56%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2002,31.54%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2003,30.46%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2004,29.34%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2005,28.23%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2006,27.14%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2007,26.05%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2008,24.97%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2009,23.91%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2010,22.85%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2011,21.80%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2012,20.77%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2013,19.74%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2014,18.73%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2015,17.72%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2016,16.72%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2017,15.74%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2018,14.74%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2019,13.76%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2020,12.78%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2021,11.81%
Senegal,SN,SEN,Proportion of population using unimproved drinking water sources,2022,10.85%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2000,0.61%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2001,0.60%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2002,0.59%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2003,0.58%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2004,0.58%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2005,0.57%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2006,0.56%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2007,0.55%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2008,0.54%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2009,0.53%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2010,0.52%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2011,0.52%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2012,0.51%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2013,0.50%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2014,0.49%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2015,0.48%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2016,0.48%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2017,0.47%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2018,0.46%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2019,0.45%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2020,0.44%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2021,0.44%
Serbia,RS,SRB,Proportion of population using unimproved drinking water sources,2022,0.44%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2000,6.09%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2001,5.96%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2002,5.84%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2003,5.71%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2004,1.82%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2005,1.69%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2006,1.56%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2007,1.44%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2008,1.31%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2009,1.19%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2010,1.06%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2011,0.94%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2012,0.81%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2013,0.69%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2014,0.56%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2015,0.44%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2016,0.31%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2017,0.18%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2018,0.06%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2019,3.71%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2020,3.58%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2021,3.58%
Seychelles,SC,SYC,Proportion of population using unimproved drinking water sources,2022,3.58%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2000,15.73%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2001,15.65%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2002,15.74%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2003,15.83%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2004,15.93%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2005,16.01%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2006,16.08%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2007,16.15%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2008,16.22%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2009,16.28%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2010,16.34%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2011,16.40%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2012,16.45%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2013,16.50%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2014,16.54%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2015,16.58%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2016,16.62%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2017,16.65%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2018,16.67%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2019,16.70%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2020,16.71%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2021,16.72%
Sierra Leone,SL,SLE,Proportion of population using unimproved drinking water sources,2022,16.72%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2000,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2003,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2004,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2005,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2007,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2008,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2011,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2012,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2017,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2018,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2019,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2021,0.00%
Slovakia,SK,SVK,Proportion of population using unimproved drinking water sources,2022,0.00%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2000,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2001,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2002,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2003,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2004,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2005,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2006,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2007,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2008,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2009,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2010,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2011,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2012,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2013,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2014,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2015,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2016,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2017,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2018,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2019,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2020,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2021,0.50%
Slovenia,SI,SVN,Proportion of population using unimproved drinking water sources,2022,0.50%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2000,8.67%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2001,8.66%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2002,8.64%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2003,8.62%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2004,8.60%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2005,9.61%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2006,10.60%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2007,11.59%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2008,12.56%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2009,13.51%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2010,14.46%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2011,15.39%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2012,16.31%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2013,17.21%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2014,18.11%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2015,18.99%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2016,19.86%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2017,20.71%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2018,21.48%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2019,21.37%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2020,21.27%
Solomon Islands,SB,SLB,Proportion of population using unimproved drinking water sources,2021,21.16%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2000,46.22%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2001,43.63%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2002,41.05%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2003,38.38%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2004,35.74%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2005,34.27%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2006,32.81%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2007,32.19%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2008,30.53%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2009,28.88%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2010,27.24%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2011,25.61%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2012,24.24%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2013,22.87%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2014,21.51%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2015,20.15%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2016,18.80%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2017,17.45%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2018,16.11%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2019,14.77%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2020,13.42%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2021,12.00%
Somalia,SO,SOM,Proportion of population using unimproved drinking water sources,2022,11.89%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2000,4.40%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2001,4.22%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2002,4.05%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2003,3.88%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2004,3.71%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2005,3.54%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2006,3.38%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2007,3.22%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2008,3.06%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2009,2.90%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2010,2.75%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2011,2.60%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2012,2.45%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2013,2.31%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2014,2.16%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2015,2.02%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2016,1.89%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2017,1.75%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2018,1.62%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2019,1.49%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2020,1.36%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2021,1.24%
South Africa,ZA,ZAF,Proportion of population using unimproved drinking water sources,2022,1.12%
